title,date_published,author,comments_count
Обзор Fly Cirrus 7 FS511: уместный компромисс,2016-11-22T08:00:00+00:00,News,81
Чёрная пятница от Chuwi отличится скидками до 30%,2016-11-22T07:55:00+00:00,Котейко,38
На хакатоне в MIT показали музыкальный аналог Pokemon GO,2016-11-22T07:50:00+00:00,Wadym72,8
Скидки и подарки от LeEco в честь Чёрной пятницы,2016-11-22T07:05:00+00:00,Wadym72,67
Смарт-линзы от Google будут тестироваться не раньше следующего года,2016-11-22T07:00:00+00:00,Sleepp,33
Нейронные сети на базе фотонов позволят создавать сверхбыстрые ИИ,2016-11-22T06:00:00+00:00,Wadym72,38
DOOM запустили на сенсорной панели нового MacBook Pro,2016-11-22T05:00:00+00:00,gotDvamp,74
"Инсайды #772: Blackview P2, Vernee Apollo, Oukitel U20 Plus и Meizu M5 Note",2016-11-21T20:04:25+00:00,Ekzer,52
Смартфоном Elephone S7 сыграли в футбол,2016-11-21T19:15:00+00:00,Natalia Rafalskaya,81
В Microsoft озвучили минимальные системные требования Windows Holographic,2016-11-21T19:00:00+00:00,Ekzer,65
Опрос: планируете ли вы обзаводиться большим 4К-экраном?,2016-11-21T18:52:04+00:00,am.axe,258
Huawei Mate 9 Pro разобрали на части,2016-11-21T18:00:00+00:00,Scar1989,41
В Instagram скоро появятся онлайн-трансляции,2016-11-21T17:34:31+00:00,Wadym72,18
Игровые возможности Ulefone Armor продемонстрировали на видео,2016-11-21T17:15:00+00:00,Natalia Rafalskaya,39
Apple бесплатно заменит аккумуляторы в проблемных iPhone 6S,2016-11-21T17:00:00+00:00,Wadym72,83
Разработка Star Citizen будет максимально прозрачной ,2016-11-21T16:00:00+00:00,gotDvamp,32
UMi рассказывает о производстве флагманского Plus Е,2016-11-21T15:51:08+00:00,Wadym72,29
Что купить для Huawei P9,2016-11-21T15:42:00+00:00,Ekzer,22
Sony PlayStation VR признан одним из лучших изобретений 2016 года,2016-11-21T14:56:00+00:00,gotDvamp,58
Xiaomi Mi Mix поучаствовал в серии дроп-тестов,2016-11-21T14:17:20+00:00,Wadym72,150
Скидки на игры для Android: 21 ноября,2016-11-21T13:55:18+00:00,Strelka92,22
В MacBook Pro (2016) обнаружена проблема с жестом перетягивания тремя пальцами,2016-11-21T13:44:20+00:00,Scar1989,53
No.1 SmartBand F1 проверили на водостойкость,2016-11-21T13:31:00+00:00,Natalia Rafalskaya,27
teXet TM-5017 с поддержкой 4G поступил в продажу,2016-11-21T12:47:00+00:00,Wadym72,61
MediaTek представляет технологию UltraCast для стриминга в 4K,2016-11-21T11:58:19+00:00,Wadym72,33
Скидки на приложения и игры для iOS: 21 ноября,2016-11-21T11:54:46+00:00,Strelka92,9
Ulefone Metal можно будет купить со скидкой и подарками в Чёрную пятницу,2016-11-21T11:53:41+00:00,Wadym72,22
Huawei Mate 9 прошёл случайный тест на прочность,2016-11-21T11:28:50+00:00,Wadym72,63
Fingersoft разрабатывает сиквел Hill Climb Racing,2016-11-21T10:53:00+00:00,gotDvamp,39
ZUK Edge с 6 ГБ оперативной памяти прошёл тестирование в AnTuTu,2016-11-21T10:47:41+00:00,Scar1989,40
"Xiaomi, LeEco и другие смартфоны со скидкой в Чёрную пятницу",2016-11-21T10:26:00+00:00,Wadym72,95
Трекер Garmin Vivofit jr мотивирует детей помогать родителям,2016-11-21T10:19:27+00:00,Wadym72,15
Мобильный поиск Google стал популярнее настольного,2016-11-21T10:00:00+00:00,Котейко,32
Неделя скидок на смартфоны от Blackview ,2016-11-21T09:10:00+00:00,Wadym72,17
GeekBrains предлагает освоить ведущие IT-профессии,2016-11-21T09:00:00+00:00,Wadym72,35
Huawei nova: выжимаем максимум из сэлфи-камеры,2016-11-21T08:05:00+00:00,News,110
"Huawei считает, что будущее смартфонов - за искусственным интеллектом",2016-11-21T08:00:00+00:00,Wadym72,40
REMO WiFi Agent: дальнобойный Wi-Fi,2016-11-21T07:00:00+00:00,News,34
В Android Wear появилась поддержка двухэтапной аутентификации Google,2016-11-21T06:50:00+00:00,Wadym72,20
Nexar превратит Android-смартфон в видеорегистратор,2016-11-21T06:00:00+00:00,Котейко,46
Google Play получил обновлённый интерфейс раздела &quot;Лучшее&quot;,2016-11-21T05:00:00+00:00,Wadym72,33
LG V30 не будет оснащён дополнительным дисплеем,2016-11-20T17:00:00+00:00,Котейко,97
Дизайнер предложил концепт анимации загрузки для Android O,2016-11-20T16:45:00+00:00,Wadym72,93
"Electronic Arts создаёт игры, рассчитанные на топовые PC ",2016-11-20T16:30:00+00:00,gotDvamp,83
Xiaomi Mi Mix выйдет в белом цвете,2016-11-20T16:15:00+00:00,Wadym72,98
Разработчики Google рассказали о создании обоев и звуков для &quot;пикселей&quot;,2016-11-20T16:00:00+00:00,Wadym72,48
Скачать бесплатно: аркадные игры старой закалки,2016-11-20T11:55:00+00:00,News,20
Выбор есть: дроны до 2 000 рублей,2016-11-20T11:52:00+00:00,Ekzer,54
Мобильный Adobe Acrobat Reader научился сканировать документы,2016-11-20T10:30:00+00:00,Котейко,39
Google готовит Play Movies к появлению 4К-фильмов,2016-11-20T10:15:00+00:00,Котейко,69
FiB отличит реальные новости от фейковых,2016-11-20T10:00:00+00:00,Котейко,39
Moto Z и Moto Z Force начали обновляться до Android 7.0,2016-11-20T09:45:00+00:00,Wadym72,72
В iOS найден способ обхода пароля на экране блокировки,2016-11-20T09:30:00+00:00,Wadym72,31
Incipio выпустит модуль в виде автомобильного держателя для Moto Z,2016-11-20T09:15:00+00:00,Wadym72,19
На смену тачскрину: интерфейсы будущего,2016-11-20T09:00:00+00:00,News,58
Обзор игры Madness Road для iOS: зомби-апокалипсис из «Лего»,2016-11-19T17:30:00+00:00,News,24
Смартфон Meizu с изогнутым дисплеем засветился на рендерах,2016-11-19T17:15:00+00:00,Котейко,123
HTC 10 Evo представят 22 ноября,2016-11-19T17:00:00+00:00,Wadym72,103
Huawei P10 замечен на новом рендере,2016-11-19T16:45:00+00:00,Wadym72,56
Характеристики Xiaomi Mi Mix Nano подтверждены новым фото,2016-11-19T16:30:00+00:00,Wadym72,147
Intel собирается покинуть рынок смарт-часов,2016-11-19T16:15:00+00:00,Wadym72,45
HP и Microsoft разрабатывают новый смартфон на Windows 10,2016-11-19T16:00:00+00:00,Wadym72,112
Некоторые Apple MacBook Pro (2016) неверно определяют модель графического процессора,2016-11-19T15:45:00+00:00,Ekzer,59
Возвращение бренда Nokia на рынок смартфонов подтверждено официально,2016-11-19T15:30:00+00:00,Котейко,285
Xiaomi Redmi Note 4 временно доступен со скидкой,2016-11-19T15:00:00+00:00,Wadym72,84
Главные игры недели: за всё хорошее приходится платить,2016-11-19T12:39:00+00:00,News,40
"Сделано в Китае #44: большие проблемы Apple, самоуправляемые грузовики и другие новости",2016-11-19T12:31:11+00:00,Wadym72,85
Huawei Mate 9 Lite стал упрощённой версией флагмана,2016-11-19T11:23:24+00:00,Wadym72,64
Sony покажет свои мобильные игры в следующем месяце ,2016-11-19T11:13:08+00:00,gotDvamp,91
Специалисты Google рассказали о защищённости Pixel,2016-11-19T10:30:00+00:00,Котейко,37
Samsung Galaxy Note 5 и Galaxy Tab S2 обновятся до Android 7.0,2016-11-19T10:15:00+00:00,Wadym72,61
Intel делится планами по развитию искусственного интеллекта,2016-11-19T10:00:00+00:00,Wadym72,15
В Bing для Android появился поиск по картинкам,2016-11-19T09:45:00+00:00,Natalia Rafalskaya,13
На видео с GoPro Hero5 Black можно добавить данные с GPS,2016-11-19T09:30:00+00:00,Wadym72,11
Карманный дрон AirSelfie поможет сделать сэлфи,2016-11-19T09:15:00+00:00,Wadym72,40
"Владельцы устройств на Android чаще удаляют приложения, чем пользователи iOS",2016-11-19T09:00:00+00:00,Scar1989,96
Wileyfox Swift 2: решает ли Cyanogen OS?,2016-11-19T08:55:00+00:00,News,0
Huawei nova: оболочка EMUI 4.1 в действии,2016-11-19T08:00:00+00:00,News,99
